Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,Unnamed: 8
Al Yousuf Motors,Automotive,UAE,Dubai,aymotors@emirates.net.ae,www.alyousufmotors.com,P.O.Box 25,Tel: +971 4-3395555,
Al Zahra Private Hospital Sharjah,Healthcare,UAE,Sharjah,manage@emirates.net.ae,www.alzahra.com,P.O.Box 3499,Tel: +971 6-561-9999,
Al Zahra Private Medical Centre,Healthcare,UAE,Dubai,,www.alzahra.com,P.O.Box 23614,Tel: +971 4-331-5000,
Al Zarooni Group,Real Estate,UAE,Dubai,admin@alzarooni.com,,Al Zarooni Building,Tel: +971 4-282-1414,
Al Zarouni Group,Consumer Goods,UAE,Dubai,,,P.O.Box 121,Tel: +971 4-353-8328,
AlWaseet International,Media,UAE,Dubai,info@alwaseetintl.com,www.alwaseetintl.com,Media City,Tel: +971 4-360-0911,
Albert Abela Company Abu Dhabi (inactive),Services,UAE,Abu Dhabi,abelaauh@emirates.net.ae,,Mohammed Bin Butti Bldg,Tel: +971 2-667-4610,
Albert Abela Company Sharjah,Services,UAE,Sharjah,catering@abelasharjah.com,www.abelasharjah.com,P.O.Box 3498,Tel: +971 6-558-1129,
Albwardy Investment,Conglomerates,UAE,Dubai,info@albwardy.com,www.albwardy.com,Albwardy Building,Tel: +971 4-351-1333,
Albwardy Marine Engineering,Industrial Manufacturing,UAE,Dubai,abmarine@emirates.net.ae,www.albwardy.com,P.O.Box 6515,Tel: +971 4-324-1001,
Alco Transport and Plant Hire Company,Services,UAE,Dubai,alcoph@emirates.net.ae,www.alco-plant-hire.com,P.O.Box 24775,Tel: +971 2-551-0466,
Ali Haji Abdulla Awazi Gargash,Construction,UAE,Dubai,aha@awazi-gargash.com,,Abdullah Ali Gargash Building,Tel: +971 4-223-1643 (showroom),
Ali Khalifah Mohd Al Fuqaei,Conglomerates,UAE,Dubai,,,P.O.Box 4058,Tel: +971 4-2262220,
Ali and Sons Company,Conglomerates,UAE,Abu Dhabi,mktg@ali-sons.com,www.ali-sons.com,Ali and Sons Building,Tel: +971 2-672-3900,
Alico Industries Company,Mining and Metals,UAE,Sharjah,alicoind@emirates.net.ae,www.alicoind.com,P.O.Box 3423,Tel: +971 6-538-6069,
Allen and Overy,Services,UAE,Dubai,information@allenovery.com,www.allenovery.ae,1603 API World Tower,Tel: +971 4-332-3190,
,,,,,www.allenovery.com,Sheikh Zayed Road,Fax: +971 4-332-3192,
Alliance Insurance,Financial Services,UAE,Dubai,alliance@alliance-uae.com,www.alliance-uae.com,Warba Centre,Tel: +971 4-605-1111,
Allianz Middle East,Financial Services,UAE,Dubai,violet.coelho@allianz.ae,www.allianz.ae,Kendah House,Tel: +971 4-332-9929,
Allied Enterprises,Consumer Goods,UAE,Dubai,,,P.O.Box 30069,Tel: +971 4-336-4500,
Allied Partners Investment Company,Financial Services,UAE,,,,-,,
Almasa Holdings,Telecoms and IT,UAE,Dubai,info@almasaholdings.com,www.almasaholdings.com,LG Building,Tel: +971 4-306-3600,
Alpen Capital (ME),Financial Services,UAE,Dubai,contactus@alpencapital.com,www.alpencapital.com,Gate Precinct Building 5,Tel: +971 4-363-4300,
Alpha 55 Group,Conglomerates,UAE,Dubai,,alpha55@emirates.net.ae,Al Oaiz Building,Tel: +971 4-294-9555,
Alpha Data Processing Services,Telecoms and IT,UAE,Abu Dhabi,info@alpha.co.ae,www.alpha.co.ae,P.O.Box 45384,Tel: +971 2-633-3644,
Alpha Tours,Travel and Tourism,UAE,Dubai,info@alphatoursdubai.com,www.alphatoursdubai.com,HSBC Al Baddad International Building,Tel: +971 4-294-9888,
Alphamed Group,Healthcare,UAE,Dubai,alphamed@eim.ae,www.alphamedgroup.com,Abu Hail Road,Tel: +971 4-211-6666,
Alshaya Trading Company,Conglomerates,UAE,Dubai,,www.alshaya-uae.com,P.O.Box 1277,Tel: +971 4-262-9100,
Aluminum and Light Industries,Mining and Metals,UAE,Sharjah,,www.alicoalum.net,Industrial Area No 2,Tel: +971 6-533-9178,
,,,,,www.alicoprojects.com,P.O.Box 6011,Tel: +971 6-558-2444,
Alutec,Mining and Metals,UAE,Dubai,,,P.O.Box 10352,Tel: +971 4-339-2219,
Alva Paints Company,Basic Materials,UAE,Dubai,,,P.O.Box 60087,Tel: +971 4-285-2685,
Amana Steel Buildings Contracting Company,Construction,UAE,Dubai,corporate@amanabuildings.com,www.amanabuildings.com,Al Mousa Tower II,Tel: +971 4-332-7731,
Amanah Capital,Financial Services,UAE,Abu Dhabi,contact@amanahfs.com,www.amanahfs.com,P.O.Box 529000,Tel: +971 2-676-6333,
Ambassador Hotel - UAE,Travel and Tourism,UAE,Dubai,ambhotel@emirates.net.ae,www.astamb.com,P.O.Box 3226,Tel: +971 4-3939444,
America Mideast Educational and Training Services - UAE,Services,UAE,Abu Dhabi,uae@amideast.org ,,CERT Technology Park Building,Tel: +971 2-445-6720,
American Hospital,Healthcare,UAE,Dubai,info@ahdubai.com,www.ahdubai.com,"Sheikh Rashid Road, 19th Street",Tel: +971 4-336-7777,
American Life Insurance Company MEASA,Financial Services,UAE,Dubai,alico-measa@alico-measa.com,www.alico-measa.com,The Gate Building,Tel: +971 4-360-0555,
American School of Dubai,Services,UAE,Dubai,asdadmin@emirates.net.ae,www.asdubai.org,American School of Dubai,Tel: +971 4-344-0824,
American University in Dubai,Services,UAE,Dubai,info@aud.edu,www.aud.edu,Sheikh Zayed Road,Tel: +971 4-399-9000,
American University of Sharjah,Services,UAE,Sharjah,info@aus.edu,www.aus.edu,King Faisal Road,Tel: +971 6-558-5555,
Amiri Flight,Transport,UAE,Abu Dhabi,,www.amiriflight.org.ae,Near Abu Dhabi International Airport,Tel: +971 2-575-7777,
Amlak Finance,Financial Services,UAE,Dubai,info@amlakfinance.com,www.amlakfinance.com,P.O.Box 2441,Tel: +971 4-427-4747,
Amlak Investments,Financial Services,UAE,Dubai,,,"C/O, Amlak Finance, PO Box 2441, Dubai, United Arab Emirates",Tel: +971 4-367-3120,
Amlaki,Telecoms and IT,UAE,Dubai,info@amlaki.com ,www.amlaki.com,P.O.Box 500141,Tel: +971 4-391-1600,
Amwal International Financial Brokerage,Financial Services,UAE,Abu Dhabi,info@amwaluae.com,www.amwaluae.com,Amwal Building,Tel: +971 2-626-8663,
Anticorrosion Protective Systems,Mining and Metals,UAE,Dubai,apsdubai@emirates.net.ae,www.apsdubai.com,Hussain Nasser Lotah Building,Tel: +971 4-3420263,
Aon Corporation,Financial Services,UAE,Dubai,aonme@emirates.net.ae,www.aon.com,AON Middle East,Tel: +971 4-222-0760,
Apollo Studio and Stores,Consumer Goods,UAE,Dubai,apolostd@emirates.net.ae,www.apollostd.com,P.O.Box 2958,Tel: +971 4-2857225,
Aptec Gulf,Telecoms and IT,UAE,Dubai,rdabbas@aqaar-aj.ae,www.aptecme.com,P.O.Box 33550,Tel: +971 4-336-6885,
,,,,,www.aptecmobiles.com,,Fax: +971 4-335-5941,
Aqaar Real Estate Company,Real Estate,UAE,Ajman,,,Kempisk Hotel,,
Arab Bank for Investment and Foreign Trade,Financial Services,UAE,Abu Dhabi,arbiftho@emirates.net.ae,www.arbift.com,P.O.Box 46733,Tel: +971 2-672-1900,
Arab Beverages Establishment,Agriculture and Food,UAE,Dubai,caprison@emirates.net.ae,www.arabbeverages.com,Capri Sonne Building,Tel: +971 4-338-2822,
Arab Building Materials Company (Abu Dhabi),Construction,UAE,Abu Dhabi,abmc_ad.tripod.com,,"Mussafah Industrial Area, Sector 21, Lot 31",Tel: +971 2-554-0053,
,,,,abmc_ad@emirates.net.ae,,P.O.Box 56,Tel: +971 2-555-3989,
Arab Building Materials Company (Dubai),Construction,UAE,Dubai,,,Salah Al Din Street,Tel: +971 4-266-0454,
Arab Business Machine,Telecoms and IT,UAE,Dubai,,www.appleme.ae,P.O.Box 55563,Tel: +971 4-223-3438,
Arab Centre for Engineering Studies,Construction,UAE,Dubai,aces3@emirates.net.ae,,Al Qusais Industrial Area 3,Tel: +971 4-258-2075,
Arab Company for Animal Production,Agriculture and Food,UAE,Ras Al Khaimah,,,P.O.Box 1131,Tel: +971 7-246-3333,
Arab Company for the Manufacturing of Poultry and Cattle Equipment,Industrial Manufacturing,UAE,Fujairah,,,P.O.Box 780,Tel: +971 6-747-0801,
Arab Digital Distribution,Media,UAE,Dubai,,www.adduniverse.com,Jebel Ali,Tel: +971 4-8871313,
Arab Eagle Marine Engineering,Industrial Manufacturing,UAE,Dubai,,,P.O.Box 8238,Tel: +971 4-324-1020,
Arab Emirates Bandag,Basic Materials,UAE,Dubai,aebandag@emirates.net.ae,,P.O.Box 2244,Tel: +971 4-285-8317,
Arab Emirates Investment Bank,Financial Services,UAE,Dubai,aeibank@emirates.net.ae,www.aeibank.com,P.O.Box 5503,Tel: +971 4-222-2191,
Arab Gulf Equipment Company,Consumer Goods,UAE,Dubai,agecodxb@emirates.net.ae,,Real Estate Department Building,Tel: +971 4-2950276,
Arab Heavy Industries,Industrial Manufacturing,UAE,Ajman,ahiaeme@emirates.net.ae,www.ahi-uae.com,Arab Heavy Industries Building,Tel: +971 6-526-3232,
Arab Media Group,Media,UAE,Dubai,,www.arabmediagrouponline.com,Al Quoz 3,Tel: +971 4-306-2222,
Arab Monetary Fund,Financial Services,UAE,Abu Dhabi,centralmail@amfad.org.ae,www.amf.org.ae,P.O.Box 2818,Tel: +971 2-621-5000,
Arab Orient Insurance Company - UAE,Financial Services,UAE,Dubai,aoic@alfuttaim.ae,www.insuranceuae.com,Al Khaimah Building,Tel: +971 4-295-3425,
Arab Poultry Breeding and Production Company,Agriculture and Food,UAE,Sharjah,,,P.O.Box 28658,Tel: +971 6-882-8222,
Arab Science and Technology Foundation,Services,UAE,Sharjah,info@astf.net,www.astf.net,P.O.Box 27272,Tel: +971 6-505-0551,
Arab Trade Financing Programme,Financial Services,UAE,Abu Dhabi,finadmin@atfp.org.ae,www.atfp.org.ae/,P.O.Box 26799,Tel: +971 2-631-6999,
Arabian Adventures,Travel and Tourism,UAE,Dubai,aaevents@emirates.com,www.arabian-adventures.com,Emirates Holiday Bldg,Tel: +971 4-343-9966,
,,,,arabian.adventures@emirates.com,,1st Floor,Fax: +971 4-343-9977,
Arabian Automobiles Company,Automotive,UAE,Dubai,,www.nissan.arabianautomobiles.com,Nissan Building,Tel: +971 4-295-2222,
Arabian Broadcasting Corporation,Media,UAE,Dubai,info@abcdarabia.tv,www.abcdarabia.tv,1141 Emirates Towers,Tel: +971 4-319-7714,
Arabian Can Industry Company,Basic Materials,UAE,Dubai,sales@arabiancan.com,www.arabiancan.com,Jebel Ali Industrial Area,Tel: +971 4-880-1166,
Arabian Concrete Products Company,Construction,UAE,Dubai,anncp@emirates.net.ae,,P.O.Box 158,Tel: +971 4-3382886,
Arabian Construction Company,Construction,UAE,Abu Dhabi,info@accsal.com,www.accsal.com,Al Yasat Tower,Tel: +971 2-677-1225,
Arabian Ethicals Company,Healthcare,UAE,Dubai,info@arabianethicals.com,www.arabianethicals.com/,P.O.Box 9081,Tel: +971 4-3392141,
Arabian Explosives Company,Basic Materials,UAE,Ras Al Khaimah,arabex@emirates.net.ae,,P.O.Box 998,Tel: +971 7-266-6188,
Arabian Forasol Foundations,Construction,UAE,Dubai,info@forasol.net,,Al Kharbash Building,Tel: +971 4-333-3208,
Arabian Gulf Mechanical Centre,Automotive,UAE,Dubai,agmc@emirates.net.ae,www.bmw-dubai.com,Sheikh Zayed Road,Tel: +971 4-339-1212,
Arabian Gulf Switchgear,Industrial Manufacturing,UAE,Sharjah,info@agswitch.com,www.agswitch.com,Green Belt Street,Tel: +971 6-534-4858,
Arabian Gulf Trading Company,Construction,UAE,Sharjah,,,Al Majra,Tel: +971 6-561066,
Arabian Jerusalem Company,Conglomerates,UAE,Sharjah,alquds@emirates.net.ae,www.al-quds.com/,Industrial Area,Tel: +971 6-5341800,
Arabian Mix Company,Construction,UAE,Dubai,amixncp@emirates.net.ae,,"Al Quoz, 3rd Interchange",Tel: +971 4-338-1708,
Arabian Oasis Food Company,Agriculture and Food,UAE,Dubai,pfpiaofc@emirates.net.ae,www.alshirawi.com,P.O.Box 6323,Tel: +971 4-285-2465,
Arabian Oasis Industries,Construction,UAE,Dubai,aoi@emirates.net.ae,www.aoi.ae/,P.O.Box 10983,Tel: +971 4-8811414,
Arabian Packaging Company,Basic Materials,UAE,Dubai,arabpack@eim.ae,www.arabpack.com,Jebel Ali Industrial Area,Tel: +971 4-880-2555,
Arabian Power Company,Power and Utilities,UAE,Abu Dhabi,info@arabianpower.ae,www.arabianpower.ae,P.O.Box 33488,Tel: +971 2-558-8899,
Arabian Profile Company Limited,Construction,UAE,Sharjah,apl@emirates.net.ae,www.apl.ae,Street 7,Tel: +971 6-543-2624,
Arabian Radio Network,Media,UAE,Dubai,admin@arnonline.com,www.arnonline.com,Dubai Media City,Tel: +971 4-391-2000,
Arabian Scandinavian Insurance Company,Financial Services,UAE,Dubai,ascana@emirates.net.ae,www.ascana.net,P.O.Box 1993,Tel: +971 4-282-4403,
Arabian Travel Agency,Travel and Tourism,UAE,Sharjah,attravel@emirates.net.ae,,P.O.Box 1477,Tel: +971 6-5610000,
Arabjet,Transport,UAE,Dubai,info@arabjet.com,www.arabjet.com,"4th Floor, 3rd East Wing",Tel: +971 4-214-9899,
Arabtec Construction Company,Construction,UAE,Dubai,arabtec@arabtecuae.com,www.arabtecuae.com,Arabtec Building,Tel: +971 4-340-0700,
Arabtec Holding,Construction,UAE,Dubai,arabtec@arabtecuae.com,www.arabtecholding.com,Arabtec Building,Tel: +971 4-340-0700,
Arak International Company,Conglomerates,UAE,Dubai,arak@emirates.net.ae,www.arakintl.com,Abdulla Abdul Aziz Al Zarouni Bldg,Tel: +971 4-2265688,
Aramex,Transport,UAE,Dubai,,,P.O.Box 3811,Tel: +971 4-211-8308,
Arbah Real Estate - UAE,Real Estate,UAE,Dubai,,,-,,
Arc Worldwide Dubai,Media,UAE,Dubai,,www.arcmena.com,Building No 1,Tel: +971 4-367-2622,
Archirodon Construction (Overseas) Company - UAE,Construction,UAE,Sharjah,,,Archirodon Construction (Overseas)Company Building,Tel: +971 6-526-3454,
Arenco Real Estate,Real Estate,UAE,Dubai,arencoproperty@arencore.ae,www.arencore.com,Arenco Building,Tel: +971 4-337-2402,
Argent Financial Group International,Financial Services,UAE,Dubai,info@argentdubai.com,www.argentdubai.com,The Gate,Tel: +971 4-363-4700,
Aries Marine and Engineering Services,Transport,UAE,Sharjah,ariesmar@emirates.net.ae,www.ariesmar.com,Al Mubarak Centre,Tel: +971 6-561-4166,
Arkan Building Materials Company,Construction,UAE,Abu Dhabi,,,Al Gaith Holding Tower,Tel: +971 2-614-4444,
Armada Group,Real Estate,UAE,Dubai,info@armadaholding.com,www.armadaholding.com,Capricorn Tower,Tel: +971 4-331-7222,
Art Marine,Consumer Goods,UAE,Dubai,info@artmarine.net,www.artmarine.net,Sheikh Zayed Road,Tel: +971 4-303-9710,
Asam Investments and Real Estate,Real Estate,UAE,Dubai,aire@emirates.net.ae,,Umm Hurair Appartments,Tel: +971 4-336-6888,
Asda'a Public Relations,Media,UAE,Dubai,info@asdaa.com,www.asdaa.com,Spectrum Building,Tel: +971 4-334-4550,
Aseel Finance,Financial Services,UAE,Abu Dhabi,,,"C/O, First Gulf Bank, PO Box 6316",Tel: +971 2-681-6666,
Aspire Real Estate,Real Estate,UAE,Dubai,info@aspiredubai.com,www.aspiredubai.com,Brashy Building,Tel: +971 4-339-0123,
Associated Constructions and Investments,Construction,UAE,Dubai,ascon@asconuae.com,www.asconuae.com,Ascon House Building,Tel: +971 4-271-3333,
Asteco Property Management,Real Estate,UAE,Dubai,asteco@astecoproperty.com,www.astecoproperty.com,Capricorn Tower,Tel: +971 4-403-7777,
,,,,enquiries@astecoproperty.com,,6th Floor,Fax: +971 4-403-7778,
Astoria Hotel,Travel and Tourism,UAE,Dubai,astoria@astamb.com,www.astamb.com,P.O.Box 457,Tel: +971 4-3534300,
Astraco Construction,Construction,UAE,Abu Dhabi,astraco1@emirates.net.ae,,Abu Dhabi Islamic Bank Building,Tel: +971 2-634-3433,
Atlas Plastic Factory,Basic Materials,UAE,Dubai,,,P.O.Box 10273,Tel: +971 4-2857361,
Atlas Telecommunications,Telecoms and IT,UAE,Abu Dhabi,atlas@atlastel.co.ae,www.atlasuae.com,4th Floor,Tel: +971 2-699 7500,
Atlas Travel and Tourism International,Travel and Tourism,UAE,Dubai,atlas@emirates.net.ae,,P.O.Box 10454,Tel: +971 4-2958811 (5 lines),
Atos International,Industrial Manufacturing,UAE,Dubai,atos@emirates.net.ae,,Al Quta'eyat Road,Tel: +971 4-324-3702,
Atraco Industrial Enterprises,Consumer Goods,UAE,Dubai,atraco@emirates.net.ae,,Jebel Ali Free Zone,Tel: +971 4-2222553,
Audi Volkswagen Middle East,Automotive,UAE,Dubai,,www.audi-me.com,E4B Level 8,Tel: +971 4-204-5888,
,,,,,www.volkswagen-me.com,Dubai Airport Free Zone,Fax: +971 4-204-5889,
Automech Engineering Company,Mining and Metals,UAE,Dubai,automech@emirates.net.ae,www.automechdubai.com,P.O.Box 60200,Tel: +971 4-333-3525,
Avaya Middle East and North Africa,Telecoms and IT,UAE,Dubai,Recepdubai@avaya.com,www.avaya.ae,Emirates Towers,Tel: +971 4-404-8100,
,,,,,www.emea.avaya.com,34th Floor,Tel: +971 4-404-8155,
Avis Rent A Car,Travel and Tourism,UAE,Dubai,avisuae@emirates.net.ae,www.avisuae.com,Real Estate Department Building,Tel: +971 4-295-7121,
Axiom Telecom,Telecoms and IT,UAE,Dubai,admin@axiomtelecom.com,www.axiomtelecom.com,Sheikh Zayed Road,Tel: +971 4-331-8555,
Azadea Group (UAE),Consumer Goods,UAE,Dubai,info@azalgroup.com,,P.O.Box 22700,Tel: +971 4-294-4244,
B.L.C Bank (France),Financial Services,UAE,Dubai,info@blcbank.ae,,Al Maidan Tower,Tel: +971 4-222-2291,
,,,,info@blcbank.fr,,Ground Floor,Fax: +971 4-228-3935,
BE International,Media,UAE,Dubai,dubai@beinternational.com,www.beinternational.com,Building No 9,Tel: +971 4-369-4080,
BICC Al Jallaf,Industrial Manufacturing,UAE,Abu Dhabi,,,P.O.Box 46707,Tel: +971 2-5589100,
BK Gulf,Construction,UAE,Dubai,bkgulf@emirates.net.ae,,Datco Balfour Building,Tel: +971 4-880-1606,
BMW Group,Automotive,UAE,Dubai,,www.bmw-me.com,BMW Group Middle East,Tel: +971 4-313-2600,
,,,,,www.mini-me.com,P.O.Box 11416,Tel: +971 4-330-1330,
BP,Oil and Gas,UAE,Dubai,,,City Tower II,Tel: +971 4-331-7999,
BP Dubai,Oil and Gas,UAE,Dubai,,,P.O.Box 1699,Tel: +971 4-331-7999,
BP Sharjah Oil Company,Oil and Gas,UAE,Sharjah,,,P.O.Box 1191,Tel: +971 6-556-2000,
BSH Home Appliances,Consumer Goods,UAE,Dubai,bsh.dubai@bshg.com,www.siemens-home.ae,Jebel Ali,Tel: +971 4-881-4401,
Badri Group,Conglomerates,UAE,Dubai,erose@emirates.net.ae,www.erosgroup.com,P.O.Box 1184,Tel: +971 4-266-6216,
Bahri and Mazroei Trading Company,Industrial Manufacturing,UAE,Dubai,info@bmtconline.com,www.bmtconline.com,P.O.Box 1247,Tel: +971 4-269-1610,
Bainounah Power Company,Power and Utilities,UAE,Abu Dhabi,webmaster@adwea.gov.ae,www.bpc.ae,P.O.Box 33477,Tel: +971 2-673-1100,
Bakelite General Trading,Basic Materials,UAE,Dubai,info@chemiland.com,,Al Dana Center,Tel: +971 4-222-8469,
Baker Hughes,Oil and Gas,UAE,Dubai,,www.bakerhughes.com/,P.O.Box 567,Tel: +971 4-883-6322,
Baniyas Building Materials Company,Construction,UAE,Abu Dhabi,,www.bbmcgroup.com,Old Passport Road,Tel: +971 2-642-4440,
Bank Sarasin-Alpen (ME),Financial Services,UAE,Dubai,,www.sarasin-alpen.com,Gate Precinct Building 5,Tel: +971 4-363-4300,
Bank of Sharjah,Financial Services,UAE,Sharjah,bankshj@emirates.net.ae,www.bankofsharjah.com,Royal Bank Street,Tel: +971 6-569-4411,
Baqer Mohebi Establishment,Agriculture and Food,UAE,Dubai,bmc@mohebi.com,,Zeinal Mohebi Plaza,Tel: +971 4-396-9777,
Barclays Bank,Financial Services,UAE,Dubai,,www.barclays.ae,Building No. 4,Tel: +971 4-362-6888,
Barjeel Securities,Financial Services,UAE,Dubai,contactus@barjeelsecurities.co.ae,www.barjeelgeojit.com,Khalid Bin Walid Street,Tel: +971 4-355-5900,
,,,,,www.barjeelsecurities.co.ae,P.O.Box 32313,Fax: +971 4-355-5903,
Barwil Agencies,Transport,UAE,Dubai,barwil.amb@barwil.com,www.barwil.com,P.O.Box 9612,Tel: +971 4-353-6333,
Bates PanGulf Group,Media,UAE,Dubai,info@batespangulf.com,www.batespangulf.com,MAF Tower,Tel: +971 4-295-3456,
Bawadi,Travel and Tourism,UAE,Dubai,abdullah.darmaki@tatweerdubai.com,,P.O.Box 66366,Tel: +971 4-362-1305,
Bayt.com,Services,UAE,Dubai,info@bayt.net,www.bayt.com,"Building DIC 02, Office G01",Tel: +971 4-391-1900,
,,,,sales@bayt.net,,Dubai Internet City,Fax: +971 4-391-1915,
Beach Centre,Real Estate,UAE,Dubai,,,P.O.Box 53500,Tel: +971 4-3449045,
Beam Engineering and Construction (Gulf),Construction,UAE,Sharjah,,,Nasser Ibrahim Al Deeb Building,Tel: +971 6-559-2665,
Beiersdorf Middle East,Consumer Goods,UAE,Dubai,bdfdxb@emirates.net.ae,www.nivea-me.com/,Jebel Ali,Tel: +971 4-881-4064,
Beit Al Bahar Beach,Travel and Tourism,UAE,Dubai,JBHinfo@jumeirah.com,,Jumeirah Beach Road,Tel: +971 4-348-0000,
Belbadi Group,Conglomerates,UAE,Abu Dhabi,belbadig@emirates.net.ae,www.belbadi.com/,P.O.Box 27330,Tel: +971 2-634-9922,
Belhasa Driving Center,Services,UAE,Dubai,saif@bdc.ae,www.bdc.ae,Al Wasl Club,Tel: +971 4-324-3535,
Belhasa International,Conglomerates,UAE,Dubai,bhi@belhasa.ae,www.belhasa.com,P.O.Box 1286,Tel: +971 4-266-2319,
Belhoul European Hospital,Healthcare,UAE,Dubai,bel@belhouleureopean.com,www.belhouleuropean.com,Dune Centre,Tel: +971 4-345-4000,
Belhoul Group Holdings,Conglomerates,UAE,,,,-,Tel: +971 4-282-5555,
BenQ Middle East,Telecoms and IT,UAE,Dubai,,www.benq.co.ae,Jebel Ali,Tel: +971 4-883-3600,
Bentley Motors,Automotive,UAE,,,www.bentleymotors.com,Dubai,Tel: +971 4-329-1083,
Berger Paints Emirates,Basic Materials,UAE,Dubai,bergrdxb@emirates.net.ae,www.bergeronline.com,P.O.Box 27524,Tel: +971 4-339-1000,
Better Homes,Real Estate,UAE,Dubai,betterhomes@bhomes.com,www.bhomes.com,The Village Mall,Tel: +971 4-344-7714,
,,,,enquiries@bhomes.com,,1st Floor,Tel: +971 4-349-4444,
Bhatia Brothers Group,Conglomerates,UAE,Dubai,bbgroup@emirates.net.ae,www.bhatia.com,P.O.Box 275,Tel: +971 4-282-5222,
Bilt Middle East,Construction,UAE,Dubai,abmbilt@emirates.net.ae,,Addiyar Building,Tel: +971 4-343-9444,
Bin Aweidha Group,Conglomerates,UAE,Abu Dhabi,hq@ba.ae,www.ba.ae,Bin Aweidha Building,Tel: +971 2-627-5678,
Bin Dasmal Group,Conglomerates,UAE,Dubai,bindasmalgroup@bindasmal.com,www.bindasmal.com/,Jebel Ali Building,Tel: +971 4-3380111,
Bin Dhaher Group,Conglomerates,UAE,Dubai,bindaher@emirates.net.ae,www.bindhaher.com,P.O.Box 19414,Tel: +971 4-282-3000,
Bin Dhaher Trading Enterprises,Automotive,UAE,Dubai,info@seatuae.com,www.seatuae.com,P.O.Box 19414,Tel: +971 4-282-3999,
Bin Fardan Holdings Group,Conglomerates,UAE,Abu Dhabi,bifdco@emirates.net.ae,,Sheikh Zayed Street,Tel: +971 2-621-4413,
Bin Ghalib Group of Companies,Conglomerates,UAE,Sharjah,bee@eim.ae,www.binghalib.com,Bin Ghalib Engineering Building,Tel: +971 6-543-4111,
Bin Ham Group,Conglomerates,UAE,Abu Dhabi,info@binham.com ,www.binhamgroup.com,Bin Ham Building,Tel: +971 2-678-4000,
Bin Ham Motors,Automotive,UAE,Abu Dhabi,ijaz@emirates.net.ae,,P.O.Box 46918,Tel: +971 2-6411446,
Bin Ham Oil Group,Oil and Gas,UAE,Abu Dhabi,,www.binhamoilgroup.com,Hamdan Street,Tel: +971 2-674-2777,
Bin Ham Petroline,Oil and Gas,UAE,Abu Dhabi,,,Hamdan Street,Tel: +971 2-674-1397,
Bin Ham Well Drilling,Oil and Gas,UAE,Al Ain,,,P.O.Box 19452,Tel: +971 3-782-5107,
Bin Hamoodah Company,Conglomerates,UAE,Abu Dhabi,bhc@binhamoodah.co.ae,www.bht.ae,P.O.Box 203,Tel: +971 2-627-6600,
Bin Hamoodah Trading and General Services Company,Automotive,UAE,Abu Dhabi,bhtrad@emirates.net.ae,,P.O.Box 203,Tel: +971 2-627-6600,
Bin Harmal Group,Conglomerates,UAE,Al Ain,info@binharmal.net,www.binharmal.net,P.O.Box 1446,Tel: +971 3-722-2228,
Bin Hendi Enterprises,Conglomerates,UAE,Dubai,binhendi@binhendi.com,www.binhendi.com,P.O.Box 1038,Tel: +971 4-222-6068,
Bin Hussain Aluminium Factories,Mining and Metals,UAE,Dubai,,,Al Ittihad Road,Tel: +971 4-2660643,
Bin Jabr Group,Conglomerates,UAE,Abu Dhabi,bjoil@emirates.net.ae,www.binjabr.com,P.O.Box 46711,Tel: +971 2-641-9660,
Bin Zayed Group,Conglomerates,UAE,Dubai,bzg@binzayed.co.ae,www.binzayed.com,City Tower 2,Tel: +971 4-266-2222,
Binani Cement Factory,Construction,UAE,Dubai,binani@emirates.net.ae,,Jebel Ali Industrial Area 2,Tel: +971 4-880-1063,
Binladin Contracting Group UAE,Construction,UAE,Dubai,pbad@sbg.ae,www.sbguae.ae,Binladin Building,Tel: +971 4-269-1500,
Binsuloom General Enterprises,Real Estate,UAE,Dubai,info@binsuloomgroup.com,www.binsuloomgroup.com,Motivate Publishing Building,Tel: +971 4-283-3391,
Bitec,Basic Materials,UAE,Dubai,bitec@emirates.net.ae,www.bitecme.com,P.O.Box 8609,Tel: +971 4-3241-670,
Boeing International Corporation,Services,UAE,Dubai,boeingmiddleeast@boeing.com,,Dubai Airport Free Zone,Tel: +971 4-213-4700,
Bond Investment,Conglomerates,UAE,Abu Dhabi,,,P.O.Box 648,Tel: +971 2-627-0909,
Bonyan Emirates,Real Estate,UAE,Dubai,info@bonyanemirates.com,www.bonyanemirates.com,Worldwide Traders Building,Tel: +971 4-353-9339,
Bonyan International Investment Group,Real Estate,UAE,Dubai,info@bonyangroup.com,www.bonyangroup.com,MM Tower,Tel: +971 4-224-8877,
,,,,sales@bonyangroup.com,,9th Floor,Fax: +971 4-221-7272,
Booz Allen Hamilton,Services,UAE,Abu Dhabi,,www.boozallen.com,ADCB New Headquarter Building,Tel: +971 2-699-2400,
Boulder Steel,Mining and Metals,UAE,Dubai,admin@bouldersteel.com.au,www.bouldersteel.com.au,"C/O, Falak Holding",Tel: +971 4-344-1100,
BrandConnection,Media,UAE,Dubai,dubai@brandconnection.com,www.brandconnection.com,Capricorn Tower,Tel: +971 4-332-3304,
Brent Europe (Middle East),Basic Materials,UAE,Abu Dhabi,brenteni@emirates.net.ae,,Arbift Tower,Tel: +971 2-6273359,
Bridgestone Middle East and Africa,Automotive,UAE,Dubai,bsmefze@emirates.net.ae,www.bridgestone-mea.com,Jebel Ali Free Zone,Tel: +971 4-883-3933,
